Source,RA_ICRS,DE_ICRS,PQSO,PGal,Pstar,PWD,Pbin,Teff,logg,[Fe/H],Dist,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Teff-HS,logg1-MSC,logg-HS,logg-S,logg2-MSC
758937901606016,47.35168517298,2.33291263285,0.0,0.0,0.999953,0.0,4.698E-5,5388.297,4.7337,-1.4353,1902.7208,0.0033,0.0028,0.0035,0.002,0.0015,6.2288,0.576,0.5751,0.24988568,,,0.738248,,4.3026,,,4.6869
758942196984960,47.36083366256,2.34095365747,6.302E-5,0.0012657,0.99840593,1.98E-6,2.6335E-4,,,,,,,,,,,,,,,,,,,,,
758972261347200,47.36513093446,2.34714270035,2.7936E-4,1.5153E-4,0.99770254,2.674E-5,0.00183978,,,,,,,,,,,,,,,,,,,,,
758976556510336,47.35959155045,2.34662096549,0.0,0.02012378,0.9798762,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
759010916248576,47.34300719279,2.35722239019,0.0,0.0,0.9999498,0.0,5.019E-5,4789.3823,4.5436,0.1657,713.6212,0.2525,0.1966,0.2527,0.1495,0.1032,6.1039,0.8003,0.7901,0.29718742,0.759,12.332,0.6553494,,4.7054,,,4.7173
759075340564224,47.37182004786,2.35927522846,0.0,6.0E-8,0.9999974,0.0,2.58E-6,,,,,,,,,,,,,,,,,,,,,
759148354851328,47.36564308075,2.36970544241,0.0,1.0E-7,0.99999803,0.0,1.88E-6,,,,,,,,,,,,,,,,,,,,,
759148355201024,47.36226537251,2.36495714193,0.0,0.0,0.9999582,0.0,4.18E-5,5494.0547,4.5157,-0.3561,487.5392,0.4423,0.3616,0.4583,0.2637,0.1945,5.4006,0.795,0.9262,0.70275134,0.904,8.473,0.604264,,4.7214,,,4.4694
759182714590080,47.36335673151,2.37835354316,8.21E-6,9.99E-6,0.9995101,0.0,4.7169E-4,,,,,,,,,,,,,,,,,,,,,
759217074105600,47.42241325082,2.36067416682,0.0,0.0,0.9957529,0.0,0.00424709,,,,,,,,,,,,,,,,,,,,,
759281498995712,47.41015551919,2.36679203666,0.0,0.0,0.9998432,0.0,1.5684E-4,3564.4844,4.8592,-0.3181,351.4227,0.8408,0.5596,0.8056,0.4664,0.3391,9.4875,0.3941,0.4248,0.0263268,,,0.66445947,,5.0031,,,5.0231
759285794152960,47.41179195089,2.37278042724,0.00821991,0.99048764,0.0,0.00129246,0.0,,,,,,,,,,,,,,,,,,,,,
759388873017088,47.45121898651,2.39438872949,3.0E-8,7.5E-7,0.9999914,0.0,7.8E-6,,,,,,,,,,,,,,,,,,,,,
759388873367168,47.44821116648,2.39203123777,0.0,0.0,0.99992985,0.0,7.015E-5,5637.539,4.1147,-0.0862,887.7089,0.272,0.2232,0.2814,0.1627,0.1187,4.0579,1.384,1.376,1.7244192,0.96,12.146,0.40599903,,4.6829,,,4.6179
759457592843776,47.43800559045,2.40583650102,0.0,0.0,0.99993396,0.0,6.605E-5,5344.1846,4.4553,-0.1083,549.8031,0.3604,0.2922,0.3707,0.2148,0.1559,5.1764,0.9337,0.9412,0.65108854,0.855,12.679,0.6202765,,4.794,,,4.4989
759491952234112,47.39047888258,2.37512381765,0.0,0.0,0.99999833,0.0,1.7E-6,,,,,,,,,,,,,,,,,,,,,
759590736646016,47.38920975415,2.40092326372,0.0,0.0,0.999561,0.0,4.3897E-4,3401.161,4.8821,-0.1307,374.2128,0.5934,0.3843,0.5715,0.3245,0.247,9.9881,0.3714,,,,,,,,,,
759625096383232,47.42254594303,2.39610513618,0.0,0.0,0.99997026,0.0,2.973E-5,3723.178,4.9089,-0.9143,621.6111,0.0979,0.0693,0.0937,0.0561,0.0377,9.4946,0.3364,,,,,,,,,,
759625096384000,47.41420631149,2.3980606383,1.4504E-4,1.674E-4,0.99769443,7.86E-6,0.0019853,,,,,,,,,,,,,,,,,,,,,
759625096463360,47.41647293092,2.39521864094,0.0,0.0,0.99999595,0.0,4.03E-6,,,,,,,,,,,,,,,,,,,,,
759663750925056,47.43027844062,2.39937719044,3.3519E-4,1.4024E-4,0.99869406,9.88E-6,8.2066E-4,,,,,,,,,,,,,,,,,,,,,
759766830204032,47.33375493066,2.36028040195,1.135E-4,9.59E-6,0.99887854,1.041E-5,9.8802E-4,,,,,,,,,,,,,,,,,,,,,
759796895152896,47.33274574155,2.36631829776,0.0,0.0,0.99999464,0.0,5.35E-6,,,,,,,,,,,,,,,,,,,,,
759801189662208,47.34100665769,2.37051975243,1.0E-8,0.0,0.999991,1.0E-8,9.01E-6,,,,,,,,,,,,,,,,,,,,,
759865614548480,47.33099235715,2.37108937953,0.0,0.0,0.99997663,0.0,2.339E-5,5001.854,4.7033,-0.8972,1585.1249,0.0028,0.0023,0.0029,0.0017,0.0012,6.5968,0.5735,0.5653,0.18002944,,,0.6839555,,4.563,,,4.5525
760003053504512,47.35132443393,2.39274927019,0.0,0.0,0.9999858,0.0,1.419E-5,3454.7861,4.5026,-1.4983,420.8283,0.1057,0.0725,0.1005,0.0597,0.0408,10.2901,0.2818,,,,,,,,,,
760037412851584,47.30582363836,2.38684943181,0.0,0.0,0.99999523,0.0,4.73E-6,4029.6475,4.8431,-0.9553,991.8955,0.0196,0.0144,0.0191,0.0114,0.0077,8.5232,0.4181,,,,,,,,,,
760037412981248,47.29979697005,2.37726285622,0.0,0.0,0.9999989,0.0,1.11E-6,,,,,,,,,,,,,,,,,,,,,
760041708399360,47.30474312716,2.38362402445,0.0,0.0,0.9999738,0.0,2.624E-5,5290.427,4.3968,-0.9648,1161.2034,0.0068,0.0056,0.0071,0.0041,0.003,5.2057,0.9565,0.9614,0.65229946,0.845,12.875,0.5539992,,4.6408,,,4.8619
760076068137472,47.31309013769,2.38354174877,0.0,0.0,0.99998385,0.0,1.612E-5,4829.681,4.7005,-0.7282,1314.0677,0.0201,0.0159,0.0204,0.0119,0.0085,6.7528,0.5829,0.6788,0.22161019,0.779,3.068,0.71018064,,4.6003,,,4.578
760140492459136,47.31570999407,2.39639444012,0.0,0.0,0.999983,0.0,1.698E-5,5235.635,4.6412,-0.8123,1226.0479,0.0153,0.0125,0.0158,0.0091,0.0067,6.1289,0.6377,0.6342,0.2722842,,,0.65372473,,4.5047,,,4.5682
760140492459648,47.30862380837,2.3993144016,0.0,0.0,0.9999622,0.0,3.781E-5,3567.0369,4.457,-0.9508,533.592,0.5213,0.3595,0.4942,0.2953,0.1991,8.906,0.4939,0.7512,0.081528746,0.58,10.653,0.31574175,,4.8298,,,4.821
760174852197248,47.33876964927,2.39660256393,0.0,0.0,0.9999965,0.0,3.48E-6,,,,,,,,,,,,,,,,,,,,,
760243571676160,47.3162351875,2.40919823958,0.94435495,1.19E-6,5.07E-6,0.05563872,5.0E-8,,,,,,,,,,,,,,,,,,,,,
760243571834240,47.31851314595,2.41074995485,0.0,0.0,0.9999855,0.0,1.447E-5,,,,,,,,,,,,,,,,,,,,,
760243572301568,47.31132642443,2.40495882021,0.0,0.0,0.9999946,0.0,5.4E-6,,,,,,,,,,,,,,,,,,,,,
760282226621824,47.32155695116,2.41866732135,1.3283E-4,6.6693E-4,0.99858797,5.22E-6,6.0709E-4,,,,,,,,,,,,,,,,,,,,,
760415370368512,47.37897210781,2.41390819836,1.0E-8,3.0E-8,0.9999894,3.0E-8,1.047E-5,,,,,,,,,,,,,,,,,,,,,
760419665171712,47.376323264,2.42055986152,1.0589E-4,1.219E-5,0.9990702,4.5E-6,8.0717E-4,,,,,,,,,,,,,,,,,,,,,
760449730059008,47.39650074598,2.41254058236,0.0,0.0,0.99984825,0.0,1.5178E-4,6322.794,4.1233,-0.1469,486.1675,0.2584,0.222,0.2755,0.1558,0.1197,3.3229,1.5335,1.5104,3.2649174,1.256,3.12,0.472931,,4.308,,4.02,4.4122
760449730319872,47.40012448982,2.41274030959,1.922E-5,3.7771E-4,0.99959266,0.0,1.044E-5,,,,,,,,,,,,,,,,,,,,,
760552809273984,47.39598164431,2.42657779633,0.0,0.0,0.999853,0.0,1.4697E-4,5750.7075,4.3301,-0.6505,408.9651,0.0941,0.0793,0.0994,0.0565,0.0429,4.4583,1.1208,1.1247,1.2515789,0.974,8.91,0.5574861,,4.5191,,,4.51
760587169218048,47.347575784,2.41418614517,1.0E-8,1.0E-8,0.9999763,0.0,2.374E-5,,,,,,,,,,,,,,,,,,,,,
760655888695424,47.33848551015,2.42887514565,7.8E-7,2.0E-8,0.9999941,0.0,5.12E-6,,,,,,,,,,,,,,,,,,,,,
760660183687168,47.33434648075,2.42530733895,0.0,0.0,0.9976672,0.0,0.00233278,3420.0115,3.9995,-1.1677,317.661,0.3955,0.2652,0.3797,0.2201,0.1595,8.5682,0.6485,0.7168,0.064807445,,,0.15851647,,4.8495,,,4.9958
760660183721472,47.3468212698,2.42769541915,0.0,4.0E-8,0.9999741,0.0,2.584E-5,,,,,,,,,,,,,,,,,,4.8052,,,4.7891
760793327680000,47.36461461513,2.4436486978,0.0,0.0,0.9999846,0.0,1.533E-5,,,,,,,,,,,,,,,,,,,,,
760827687234432,47.37733731225,2.45040011182,3.639E-5,0.00109248,0.9963351,1.91E-6,0.00253415,,,,,,,,,,,,,,,,,,,,,
760896406299776,47.20845058958,2.3340103025,0.0,0.0,0.9999862,0.0,1.386E-5,4816.81,4.7896,-1.3907,975.8611,0.0071,0.0057,0.0073,0.0042,0.0031,7.1278,0.4935,0.7126,0.24585244,0.793,2.47,0.71111816,,4.6579,,,4.6897
760930766035712,47.18311045491,2.32661238529,1.0E-8,0.0,0.99998206,1.1E-7,1.78E-5,5673.0435,4.7464,-2.3377,3422.4438,0.0035,0.0029,0.0037,0.0021,0.0016,5.9843,0.582,,,,,,,,,,
760969421339648,47.19524999955,2.34284252101,3.0E-8,0.0,0.99993753,1.5E-7,6.231E-5,,,,,,,,,,,,,,,,,,,,,
760999485516288,47.21503574708,2.34434245099,0.0,0.0,0.9999932,0.0,6.82E-6,3568.9858,4.6251,-1.3052,578.0635,0.015,0.0105,0.0142,0.0085,0.0057,10.0508,0.2868,,,,,,,,,,
761033845255424,47.2354508415,2.34663676393,0.0,0.0,0.9999887,0.0,1.132E-5,,,,,,,,,,,,,,,,,,,,,
761038140815616,47.22882786581,2.3444206949,0.0,0.0,0.9999486,0.0,5.138E-5,5409.349,4.2653,-0.7073,1131.8103,0.2024,0.1668,0.211,0.1208,0.0902,4.5102,1.247,1.3265,1.3646706,,,0.5331541,,4.7624,,,4.7382
761072500205696,47.20833281119,2.34438865461,0.9998476,1.0187E-4,5.054E-5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
761171284211200,47.17955428667,2.35361881346,0.0,0.0,0.9999795,0.0,2.051E-5,5035.279,4.6869,-0.9427,972.8848,0.016,0.0129,0.0164,0.0095,0.0069,6.5112,0.588,0.8,0.3682844,0.821,5.863,0.67126656,,4.7484,,,4.5489
761240003688320,47.17757442818,2.35441851123,0.0,0.0,0.9999904,0.0,9.54E-6,4029.3533,4.7901,-0.6614,848.7226,0.0066,0.0048,0.0064,0.0038,0.0026,8.3162,0.4611,0.6512,0.100138426,0.621,2.992,0.6869779,,4.6112,,,4.7438
761244299290368,47.16985489546,2.36158275457,0.0157835,4.0E-8,0.98421633,1.3E-7,0.0,,,,,,,,,,,,,,,,,,,,,
761308723023744,47.21121743321,2.36813932742,0.0,0.0,0.99992317,0.0,7.686E-5,5293.1143,4.3363,-0.8508,517.9974,0.1028,0.0845,0.107,0.0613,0.0457,4.9508,1.0736,1.0888,0.8391266,,,0.5413825,,4.6989,,,4.4813
761411802623232,47.24488463518,2.35482245521,3.0E-8,0.0,0.9999964,0.0,3.47E-6,,,,,,,,,,,,,,,,,,,,,
761553536889216,47.26281667979,2.37722687893,0.0,0.0,0.9999644,0.0,3.561E-5,5171.955,4.7018,-1.5252,1483.5961,0.0049,0.004,0.0051,0.0029,0.0022,6.4588,0.5671,0.5494,0.19508609,,,0.6521045,,4.2943,,,4.5439
761583601079936,47.27915276312,2.39219540044,0.00198334,3.262E-5,0.9959574,1.6014E-4,0.00186656,,,,,,,,,,,,,,,,,,,,,
761587896626688,47.27333141035,2.38553827384,0.0,0.0,0.99996066,0.0,3.939E-5,6116.5283,4.2146,0.11,1961.5977,0.4216,0.3557,0.4442,0.2534,0.1908,3.6505,1.394,1.5461,2.6875453,1.102,6.731,0.53554046,,4.4683,,,4.4893
761622256019456,47.24855792167,2.39378843332,0.02269584,4.0328E-4,0.9720071,0.00143264,0.00346118,,,,,,,,,,,,,,,,,,,,,
761652320556032,47.26236084758,2.3907329398,0.0,0.0,0.9999896,0.0,1.033E-5,,,,,,,,,,,,,,,,,,,,,
761686680423808,47.22338373099,2.38268888981,0.00197959,6.293E-5,0.99680984,6.736E-5,0.00108028,,,,,,,,,,,,,,,,,,,,,
761721040031360,47.23538966713,2.38528822524,0.0,0.0,0.999905,6.0E-8,9.494E-5,5576.886,4.7285,-1.6451,2399.2642,0.0054,0.0045,0.0057,0.0032,0.0025,6.0577,0.5804,,,,,,,4.3316,,,4.5796
761759695320576,47.2078779582,2.38125382117,0.0,0.0,0.999957,0.0,4.299E-5,5582.5835,4.508,-1.2831,1520.7802,0.0088,0.0073,0.0092,0.0052,0.004,5.3573,0.7967,0.806,0.5664129,0.971,1.18,0.5945866,,4.2877,,,4.0906
761858479117824,47.24291694637,2.40536663292,0.0,1.0E-8,0.9999717,0.0,2.828E-5,,,,,,,,,,,,,,,,,,,,,
761927198470016,47.23678961902,2.42055468513,0.0,0.0,0.9999885,0.0,1.15E-5,,,,,,,,,,,,,,,,,,4.8439,,,4.7816
761931494009728,47.24216625965,2.41574042708,0.0,0.0,0.99999624,0.0,3.72E-6,,,,,,,,,,,,,,,,,,,,,
761961558437248,47.15016214771,2.35730790471,0.0,0.0,0.9999695,0.0,3.052E-5,,,,,,,,,,,,,,,,,,,,,
761995917935104,47.16723790813,2.36815150848,0.0,0.0,0.99969655,0.0,3.0342E-4,3484.152,4.4405,-0.8208,472.349,0.4044,0.2714,0.3894,0.2249,0.1645,9.0835,0.4927,0.5397,0.03861688,,,0.30935392,,4.4659,,,4.8361
761995918177152,47.16410337517,2.37170595447,0.0,0.0,0.99999344,0.0,6.57E-6,,,,,,,,,,,,,,,,,,,,,
762133357023232,47.1857216135,2.39055302464,0.0,0.0,0.99998945,0.0,1.056E-5,,,,,,,,,,,,,,,,,,,,,
762172012226560,47.1625503073,2.38178272751,0.00187331,9.6E-7,0.9981211,2.0E-8,4.64E-6,,,,,,,,,,,,,,,,,,,,,
762206371919104,47.18401383153,2.39777510472,0.00820663,1.93E-6,0.9917855,2.0E-8,5.89E-6,,,,,,,,,,,,,,,,,,,,,
762206371919232,47.17758335996,2.39820967231,0.0,0.0,0.99993545,0.0,6.46E-5,4227.0405,4.6288,-0.5329,835.1118,0.005,0.0037,0.0049,0.0029,0.002,7.4679,0.602,0.6594,0.12546173,0.666,4.026,0.61190665,,4.6962,,,4.8295
762236436105600,47.13825204147,2.37981573648,0.0,0.0,0.9999884,0.0,1.163E-5,,,,,,,,,,,,,,,,,,,,,
762339515324800,47.13414577552,2.39543265621,3.15E-6,1.0E-8,0.9999668,2.0E-8,3.007E-5,,,,,,,,,,,,,,,,,,,,,
762373875063424,47.16074148756,2.39715099825,0.0,0.0,0.9999727,0.0,2.734E-5,4758.389,4.4561,-0.5952,1234.039,0.1761,0.1385,0.1783,0.1041,0.0741,6.0125,0.8529,0.883,0.36083123,0.811,,0.56154895,,4.6353,,,4.6474
762373875064064,47.15217776066,2.39870141376,1.0E-8,0.0,0.99997365,7.0E-8,2.624E-5,5589.5693,4.7597,-2.8842,3367.2053,0.0034,0.0029,0.0036,0.002,0.0016,6.1309,0.5649,,,,,,,,,,
762412530349824,47.15641240435,2.40625248603,0.0,0.0,0.9999622,0.0,3.781E-5,3573.5815,4.3662,-1.3864,441.9837,0.463,0.3192,0.4412,0.262,0.1791,9.2046,0.4234,0.4768,0.03351374,,,0.2267338,,4.8173,,,4.8379
762545673757440,47.21231248192,2.40188279551,0.0,6.0E-8,0.9999854,4.0E-8,1.444E-5,,,,,,,,,,,,,,,,,,,,,
762549969302016,47.21200903023,2.40431745306,0.0,0.0,0.9999339,0.0,6.612E-5,5148.2563,4.4036,-0.877,757.4788,0.0208,0.0169,0.0214,0.0124,0.0091,5.3677,0.9417,0.9598,0.5777114,,,0.5558766,,4.666,,,4.8112
762717472453632,47.20741359047,2.42576458058,0.0,0.0,0.99996644,0.0,3.353E-5,4009.1309,4.6107,-0.4584,753.0948,0.4177,0.3008,0.4039,0.2405,0.1629,7.8257,0.6005,0.613,0.07285973,0.571,10.84,0.48542255,,4.85,,,4.4933
762751832193664,47.21728769784,2.43265461406,4.04E-5,4.1794E-4,0.99887484,3.63E-6,6.6314E-4,,,,,,,,,,,,,,,,,,,,,
762751832318336,47.22011702044,2.43237567454,0.0,0.0,0.9999975,0.0,2.5E-6,,,,,,,,,,,,,,,,,,,,,
762859206946944,47.1643917071,2.43410379257,0.0,0.0,0.9999727,0.0,2.734E-5,5744.0405,3.9535,-0.5432,1329.6522,0.268,0.2242,0.2819,0.1605,0.1214,3.6675,1.616,1.8173,3.166988,1.112,7.341,0.3247457,,4.4958,,,4.5928
762893566342016,47.17920261323,2.44040303073,0.0,0.0,0.9999902,0.0,9.74E-6,,,,,,,,,,,,,,,,,,,,,
762957990626688,47.21464555131,2.4413772595,0.00378632,1.0318E-4,0.9947343,1.9549E-4,0.0011807,,,,,,,,,,,,,,,,,,,,,
762992350366080,47.19052451713,2.44587610206,1.0E-8,0.0,0.99997526,1.1E-7,2.465E-5,5803.283,4.6901,-3.0687,3296.4292,0.003,0.0025,0.0032,0.0018,0.0014,5.7647,0.6224,,,,,,,,,,
763095429571200,47.29172655988,2.40207807993,0.0,0.0,0.99998933,0.0,1.064E-5,,,,,,,,,,,,,,,,,,,,,
763134085066240,47.28343617637,2.40549600539,3.63E-6,3.31E-6,0.9998606,0.0,1.3257E-4,,,,,,,,,,,,,,,,,,,,,
763202804327936,47.30333292384,2.41425577504,0.0,0.0,0.9999208,0.0,7.925E-5,4330.262,4.665,-0.1722,522.6417,0.4844,0.3596,0.4734,0.2826,0.191,7.2972,0.6156,0.573,0.103756025,,,0.6670049,,4.739,,,4.8683
763232868916224,47.32134337565,2.42629624005,1.0921E-4,4.2614E-4,0.9988487,1.212E-5,6.0398E-4,,,,,,,,,,,,,,,,,,,,,
763335947740800,47.26264190734,2.40748862686,0.0,0.0,0.99999577,0.0,4.22E-6,,,,,,,,,,,,,,,,,,,,,
763335947741952,47.2723133076,2.41501339511,0.0,0.0,0.9999786,0.0,2.142E-5,5062.2915,4.3921,-1.0639,1319.0839,0.0073,0.0059,0.0075,0.0043,0.0032,5.4678,0.9381,1.0137,0.6066067,,,0.5456834,,4.5293,,,4.4818
763370307481856,47.26774329221,2.42238831396,0.0,0.0,0.99999094,0.0,9.1E-6,4901.396,4.7733,-1.3473,1181.4961,0.0077,0.0062,0.0079,0.0046,0.0033,6.9546,0.5119,0.5103,0.13584493,,,0.7177303,,4.5592,,,4.5658
763370307483392,47.27649006307,2.42902448927,0.0,0.0,0.9999309,0.0,6.912E-5,,,,,,,,,,,,,,,,,,,,,
763404667221120,47.24942049304,2.42689076294,0.0,0.0,0.9999586,0.0,4.141E-5,,,,,,,,,,,,,,,,,,,,,
763408962758912,47.25411801929,2.4184956904,0.0,0.0,0.9999904,0.0,9.57E-6,5868.7344,4.0086,-0.598,2047.6139,0.3894,0.3265,0.4105,0.2332,0.1772,3.7282,1.5062,1.4895,2.3678749,1.066,7.747,0.35844103,,4.6782,,,4.8403
763546401710464,47.27525471382,2.449094087,0.0,0.0,0.99997514,0.0,2.486E-5,,,,,,,,,,,,,,,,,,,,,
763576465918080,47.28356194177,2.44566932459,0.0,0.0,0.9999697,0.0,3.028E-5,3929.6072,4.7922,-0.5708,631.915,0.0137,0.0099,0.0133,0.0079,0.0054,8.464,0.4627,0.6615,0.093092084,0.572,5.141,0.6802965,,4.5958,,,4.8087
763576465920128,47.29348505639,2.45269545461,5.713E-5,9.0E-8,0.9999394,0.0,3.42E-6,,,,,,,,,,,,,,,,,,,,,
763610826039296,47.33272057383,2.43786437989,0.0,0.0,0.9993886,0.0,6.1143E-4,3564.5723,4.8891,-0.5504,404.1667,0.6137,0.4134,0.5882,0.3422,0.2461,9.6538,0.3593,0.4264,0.02564112,,,0.6347657,,4.8034,,,4.8132
763645185855616,47.33671313167,2.44250690143,0.0,0.0,0.99999464,0.0,5.35E-6,,,,,,,,,,,,,,,,,,,,,
763748264996352,47.35654933903,2.45194819738,2.0696E-4,0.00139446,0.9974673,4.65E-6,9.2657E-4,,,,,,,,,,,,,,,,,,,,,
763748265604480,47.35585371103,2.45323619663,6.366E-5,1.348E-5,0.99879205,3.05E-6,0.00112769,,,,,,,,,,,,,,,,,,,,,
763954423045760,47.29279180645,2.46299327555,0.0,0.0,0.99981314,0.0,1.869E-4,3353.6074,4.9257,-0.1802,443.6971,0.0113,0.0073,0.0109,0.0062,0.0048,10.3211,0.3321,,,,,,,,,,
764096157523328,47.31499224607,2.48355761468,0.0,0.0,0.9999881,0.0,1.195E-5,4912.713,4.6979,-0.7788,1133.6884,0.0342,0.0273,0.0349,0.0203,0.0146,6.6515,0.5849,0.5696,0.16569456,,,0.6997811,,4.5339,,,4.6538
764199236740224,47.24934346386,2.44448466916,0.0,0.0,0.999896,0.0,1.0402E-4,,,,,,,,,,,,,,,,,,4.6162,,,4.6949
764263660687616,47.2514046793,2.45305585956,0.0,0.0,0.99992776,0.0,7.229E-5,,,,,,,,,,,,,,,,,,4.8404,,,4.8795
764336675692416,47.26977355392,2.46143001841,0.0,0.0,0.9999555,0.0,4.451E-5,,,,,,,,,,,,,,,,,,4.2638,,,4.2819
764366739903488,47.25125626097,2.45669480092,3.6E-7,2.3E-7,0.99999225,2.0E-8,7.12E-6,,,,,,,,,,,,,,,,,,,,,
764366740902272,47.24589243588,2.46178970316,4.455E-5,1.627E-5,0.9997276,2.1E-6,2.0941E-4,,,,,,,,,,,,,,,,,,,,,
764401099646208,47.26371809338,2.47047116346,9.135E-5,2.0E-7,0.9999058,1.0E-8,2.68E-6,,,,,,,,,,,,,,,,,,,,,
764469819240576,47.23446241741,2.46714593849,2.921E-5,1.19E-6,0.9998867,1.53E-6,8.138E-5,,,,,,,,,,,,,,,,,,,,,
764474114647040,47.23265111382,2.45738131269,0.0,0.0,0.99932396,0.0,6.7609E-4,,,,,,,,,,,,,,,,,,4.8567,,,4.7943
764542834123392,47.22416812178,2.46880470864,0.0,0.0,0.9998987,0.0,1.0133E-4,4515.4844,4.5629,0.121,358.186,0.2195,0.167,0.2168,0.1292,0.0876,6.5776,0.7589,0.7618,0.21716774,,,0.6461354,,4.738,,,4.781
764542834123520,47.22085924879,2.46952083445,0.0,0.0,0.99983215,0.0,1.6784E-4,,,,,,,,,,,,,,,,,,4.4799,,,4.5002
764680272736256,47.24519776111,2.48886279047,6.39E-6,5.18E-6,0.99929833,6.7E-7,6.8943E-4,,,,,,,,,,,,,,,,,,,,,
764710338292480,47.29172036268,2.47004173968,1.371E-5,0.0,0.9996178,3.1E-7,3.6822E-4,,,,,,,,,,,,,,,,,,,,,
764779056771328,47.27794157041,2.48430750742,0.0,0.0,0.99998724,0.0,1.277E-5,,,,,,,,,,,,,,,,,,,,,
764783352324480,47.28269385952,2.48329391711,2.8E-7,0.0,0.99999315,7.0E-8,6.47E-6,,,,,,,,,,,,,,,,,,,,,
765053934681344,47.25271604029,2.49780861081,0.0,0.0,0.9999763,1.0E-8,2.374E-5,,,,,,,,,,,,,,,,,,,,,
765053934683008,47.25818650799,2.50258060721,0.00444405,2.065E-5,0.99522597,3.0937E-4,0.0,,,,,,,,,,,,,,,,,,,,,
765195669208960,47.27108245568,2.5237266268,3.202E-5,1.1E-7,0.9999654,0.0,2.45E-6,,,,,,,,,,,,,,,,,,,,,
765260094920320,47.461937981,2.40401267245,2.08E-6,1.26E-6,0.99925894,0.0,7.3768E-4,,,,,,,,,,,,,,,,,,,,,
765401827630592,47.48728498276,2.41329141768,3.979E-5,2.1791E-4,0.9985823,5.56E-6,0.00115448,,,,,,,,,,,,,,,,,,,,,
765431892171264,47.49376155912,2.42317162232,3.0E-8,6.9E-7,0.9999913,1.0E-8,7.99E-6,,,,,,,,,,,,,,,,,,,,,
765573625983616,47.45135459924,2.42387351152,1.0214E-4,3.579E-5,0.9988563,3.41E-6,0.00100237,,,,,,,,,,,,,,,,,,,,,
765573626272768,47.44720116736,2.4223780489,0.0,0.0,0.9999687,0.0,3.13E-5,5177.1396,4.7199,-1.0761,1608.1171,0.0062,0.005,0.0064,0.0037,0.0027,6.4044,0.5789,0.5714,0.20936787,,,0.72710305,,4.5958,,,4.5349
765638050602880,47.44322855556,2.43763411091,0.99973434,8.07E-6,2.5761E-4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
765638050603520,47.44343722439,2.43930704047,0.0,0.0,0.9999902,1.0E-8,9.77E-6,4728.6997,4.8584,-2.0287,1702.2864,0.003,0.0024,0.003,0.0018,0.0013,7.5561,0.4246,,,,,,,,,,
765642345401728,47.43222021238,2.43224557194,0.0,2.0E-8,0.9999892,0.0,1.081E-5,,,,,,,,,,,,,,,,,,,,,
765706770029056,47.46359481357,2.44540428924,0.0,0.0,0.99998033,0.0,1.963E-5,5337.775,4.5987,-0.0725,231.4589,0.1754,0.1429,0.1808,0.1047,0.076,5.5942,0.7711,0.7773,0.43986997,,,0.7012836,,4.5045,,,4.5114
765814144440448,47.50777898554,2.43361228814,0.0,0.0,0.99994034,0.0,5.966E-5,,,,,,,,,,,,,,,,,,4.639,,,4.5485
765844209035648,47.52078175723,2.4457067754,1.0E-8,0.0,0.9999578,1.3E-7,4.208E-5,5714.8457,4.7445,-2.7474,3978.6348,0.0035,0.003,0.0037,0.0021,0.0016,5.9591,0.585,,,,,,,,,,
765878568773376,47.49595150407,2.4436286073,0.21657261,0.0,0.78341806,3.0E-8,9.3E-6,,,,,,,,,,,,,,,,,,,,,
765947288251776,47.52779060944,2.45163897512,6.474E-5,0.00163507,0.9971116,5.09E-6,0.00118352,,,,,,,,,,,,,,,,,,,,,
765981647992576,47.54505955213,2.46558204261,5.728E-5,8.99E-5,0.9994095,2.37E-6,4.4091E-4,,,,,,,,,,,,,,,,,,,,,
766020302521472,47.51723650478,2.46482129477,0.0,1.0E-8,0.99999684,0.0,3.2E-6,,,,,,,,,,,,,,,,,,,,,
766084727206016,47.48312518215,2.45439483996,1.6813E-4,1.3905E-4,0.99914086,1.152E-5,5.4043E-4,,,,,,,,,,,,,,,,,,,,,
766187806424192,47.47410388484,2.47298244712,0.0,0.0,0.9998808,0.0,1.1919E-4,3316.161,4.4692,-0.3947,543.3994,0.674,0.4297,0.6505,0.3656,0.285,9.3731,0.5237,,,,,,,,,,
766290885640192,47.49505789827,2.47814701545,4.8E-7,0.0,0.99999416,1.0E-8,5.36E-6,,,,,,,,,,,,,,,,,,,,,
766325247882880,47.51028251837,2.49380641143,0.0,0.0,0.9998576,0.0,1.4241E-4,3404.1123,4.9219,-0.2793,371.8676,0.5134,0.3344,0.4941,0.2815,0.2126,10.1977,0.3314,,,,,,,,,,
766329540228224,47.50281313444,2.49650043426,0.0021504,1.8696E-4,0.9960968,4.576E-5,0.00152013,,,,,,,,,,,,,,,,,,,,,
766393964849280,47.42747538239,2.44528598128,0.0,0.0,0.9999882,0.0,1.178E-5,5403.342,4.6948,-1.4541,1365.3939,0.0226,0.0187,0.0237,0.0135,0.0102,6.1608,0.5906,0.5833,0.25653586,,,0.69238645,,4.434,,,4.628
